Word,length,FREQcount,Zipf-value,Cost,Rounded
adjustment,10,158,3.493231266,6,3
adjustments,11,71,3.149166639,6,3
adjustor,8,4,1.990804146,7,2
adjusts,7,9,2.291834142,7,2
adjutant,8,45,2.954591974,6,3
adjutants,9,1,1.592864138,7,2
adjuvant,8,1,1.592864138,7,2
adm,3,48,2.982030222,6,3
admin,5,22,2.653561978,6,3
administer,10,85,3.226332593,6,3
administered,12,76,3.178324867,6,3
administerial,13,1,1.592864138,7,2
administering,13,24,2.689774151,6,3
administers,11,6,2.136932182,7,2
administrate,12,2,1.768955397,7,2
administrates,13,1,1.592864138,7,2
administration,14,387,3.880665868,5,4
administrations,15,16,2.522283064,6,3
administrative,14,82,3.210912235,6,3
administrator,13,84,3.221253068,6,3
administrators,14,18,2.570587743,6,3
adminstration,13,1,1.592864138,7,2
admirable,9,133,3.418938941,6,3
admirably,9,21,2.634256823,6,3
admiral,7,845,4.219204505,5,4
admirals,8,29,2.768955397,6,3
admiralty,9,34,2.835902186,6,3
admiration,10,107,3.325257898,6,3
admire,6,722,4.150972439,5,4
admired,7,187,3.565991991,5,4
admirer,7,151,3.47367773,6,3
admirers,8,49,2.990804146,6,3
admires,7,26,2.723197906,6,3
admiring,8,141,3.444122487,6,3
admissibility,13,4,1.990804146,7,2
admissible,10,37,2.871617739,6,3
admission,9,181,3.55190553,5,4
admissions,10,111,3.341052165,6,3
admit,5,3019,4.771841085,4,5
admits,6,105,3.317140007,6,3
admittance,10,34,2.835902186,6,3
admittances,11,2,1.768955397,7,2
admitted,8,467,3.962079995,5,4
admittedly,10,47,2.97307538,6,3
admittee,8,1,1.592864138,7,2
admittible,10,1,1.592864138,7,2
admitting,9,157,3.490491229,6,3
admixture,9,1,1.592864138,7,2
admonish,8,4,1.990804146,7,2
admonished,10,4,1.990804146,7,2
admonishing,11,2,1.768955397,7,2
admonishments,13,1,1.592864138,7,2
admonition,10,5,2.069985393,7,2
admonitions,11,1,1.592864138,7,2
adnexa,6,1,1.592864138,7,2
adnexal,7,2,1.768955397,7,2
ado,3,77,3.183928745,6,3
adobe,5,24,2.689774151,6,3
adolescence,11,44,2.945046656,6,3
adolescences,12,1,1.592864138,7,2
adolescent,10,94,3.269557747,6,3
adolescents,11,29,2.768955397,6,3
adolf,5,69,3.136932182,6,3
adolph,6,42,2.925302598,6,3
adonai,6,17,2.547106647,6,3
adonis,6,20,2.614053437,6,3
adopt,5,238,3.670232043,5,4
adoptable,9,1,1.592864138,7,2
adopted,7,430,3.926311412,5,4
adopter,7,1,1.592864138,7,2
adopting,8,60,3.077163977,6,3
adoption,8,239,3.672045384,5,4
adoptions,9,7,2.194924129,7,2
adoptive,8,30,2.783195836,6,3
adopts,6,11,2.371015388,7,2
adorability,11,1,1.592864138,7,2
adorable,8,537,4.022616418,5,4
adorableness,12,1,1.592864138,7,2
adorably,8,2,1.768955397,7,2
adoration,9,30,2.783195836,6,3
adore,5,394,3.888431238,5,4
adored,6,125,3.392204687,6,3
adorers,7,1,1.592864138,7,2
adores,6,91,3.255621969,6,3
adoring,7,35,2.848136643,6,3
adoringly,9,3,1.893894133,7,2
adorn,5,8,2.246076652,7,2
adorned,7,8,2.246076652,7,2
adorning,8,2,1.768955397,7,2
adornment,9,4,1.990804146,7,2
adornments,10,2,1.768955397,7,2
adorns,6,3,1.893894133,7,2
adrenal,7,16,2.522283064,6,3
adrenalectomy,13,2,1.768955397,7,2
adrenalin,9,28,2.75423214,6,3
adrenaline,10,168,3.519720847,5,4
adrenals,8,4,1.990804146,7,2
adrenochrome,12,6,2.136932182,7,2
adriatic,8,8,2.246076652,7,2
adrift,6,51,3.007837486,6,3
adroit,6,6,2.136932182,7,2
adroitly,8,3,1.893894133,7,2
adroitness,10,1,1.592864138,7,2
adrop,5,1,1.592864138,7,2
ads,3,258,3.705133906,5,4
adulation,9,14,2.467925401,7,2
adult,5,729,4.155157002,5,4
adulterant,10,1,1.592864138,7,2
adulterate,10,1,1.592864138,7,2
adulterated,11,1,1.592864138,7,2
adulterating,12,1,1.592864138,7,2
adulterer,9,20,2.614053437,6,3
adulterers,10,7,2.194924129,7,2
adulteress,10,13,2.437962178,7,2
adulterize,10,1,1.592864138,7,2
adulterous,10,17,2.547106647,6,3
adultery,8,99,3.291834142,6,3
adulthood,9,37,2.871617739,6,3
adults,6,488,3.981143001,5,4
adust,5,1,1.592864138,7,2
adv,3,1,1.592864138,7,2
advance,7,815,4.203524301,5,4
advanced,8,451,3.946972577,5,4
advancement,11,63,3.098014116,6,3
advancements,12,8,2.246076652,7,2
advances,8,148,3.465020411,6,3
advancing,9,76,3.178324867,6,3
advantage,9,1125,4.343372533,5,4
advantaged,10,2,1.768955397,7,2
advantageous,12,20,2.614053437,6,3
advantages,10,144,3.453202144,6,3
advent,6,24,2.689774151,6,3
adventist,9,22,2.653561978,6,3
adventists,10,7,2.194924129,7,2
adventure,9,685,4.128158258,5,4
adventurer,10,37,2.871617739,6,3
adventurers,11,11,2.371015388,7,2
adventures,10,184,3.559005871,5,4
adventuresome,13,3,1.893894133,7,2
adventuress,11,11,2.371015388,7,2
adventuring,11,4,1.990804146,7,2
adventurist,11,1,1.592864138,7,2
adventurous,11,62,3.091174692,6,3
adventurousness,15,1,1.592864138,7,2
adverb,6,10,2.333226827,7,2
adverbial,9,3,1.893894133,7,2
adverbs,7,5,2.069985393,7,2
adversarial,11,12,2.405777494,7,2
adversaries,11,31,2.79698412,6,3
adversary,9,77,3.183928745,6,3
adverse,7,36,2.860035866,6,3
adversely,9,11,2.371015388,7,2
adversities,11,3,1.893894133,7,2
adversity,9,54,3.032196832,6,3
advert,6,13,2.437962178,7,2
adverted,8,1,1.592864138,7,2
advertently,11,1,1.592864138,7,2
advertise,9,84,3.221253068,6,3
advertised,10,52,3.016110012,6,3
advertisement,13,61,3.084225832,6,3
advertisements,14,25,2.70680749,6,3
advertiser,10,8,2.246076652,7,2
advertisers,11,24,2.689774151,6,3
advertises,10,7,2.194924129,7,2
advertising,11,379,3.871617739,5,4
adverts,7,4,1.990804146,7,2
advice,6,2447,4.680645556,4,5
advices,7,3,1.893894133,7,2
advisable,9,40,2.904617999,6,3
advise,6,622,4.086322189,5,4
advised,7,267,3.719968936,5,4
advisedly,9,5,2.069985393,7,2
advisee,7,13,2.437962178,7,2
advisees,8,22,2.653561978,6,3
advisement,10,39,2.893894133,6,3
adviser,7,53,3.024227902,6,3
advisers,8,13,2.437962178,7,2
advises,7,24,2.689774151,6,3
advising,8,68,3.130683233,6,3
advisor,7,225,3.645942581,5,4
advisories,10,2,1.768955397,7,2
advisors,8,66,3.117908945,6,3
advisory,8,51,3.007837486,6,3
advocaat,8,3,1.893894133,7,2
advocacy,8,15,2.495954125,7,2
advocate,8,113,3.348738993,6,3
advocated,9,18,2.570587743,6,3
advocates,9,17,2.547106647,6,3
advocating,10,17,2.547106647,6,3
ae,2,24,2.689774151,6,3
aedes,5,1,1.592864138,7,2
aegean,6,19,2.592864138,6,3
aegis,5,5,2.069985393,7,2
aegisthus,9,7,2.194924129,7,2
aeneas,6,4,1.990804146,7,2
aeolian,7,1,1.592864138,7,2
aeon,4,25,2.70680749,6,3
aeons,5,1,1.592864138,7,2
aer,3,2,1.768955397,7,2
aerate,6,1,1.592864138,7,2
aerating,8,1,1.592864138,7,2
aeration,8,1,1.592864138,7,2
aerial,6,129,3.405777494,6,3
aerialist,9,1,1.592864138,7,2
aerials,7,9,2.291834142,7,2
aerie,5,1,1.592864138,7,2
aeries,6,1,1.592864138,7,2
aero,4,5,2.069985393,7,2
aerobatics,10,1,1.592864138,7,2
aerobic,7,9,2.291834142,7,2
aerobically,11,2,1.768955397,7,2
aerobics,8,79,3.194924129,6,3
aerodromes,10,1,1.592864138,7,2
aerodynamic,11,22,2.653561978,6,3
aerodynamically,15,3,1.893894133,7,2
aerodynamics,12,16,2.522283064,6,3
aerodyne,8,3,1.893894133,7,2
aeroelastic,11,2,1.768955397,7,2
aerofoils,9,1,1.592864138,7,2
aeron,5,1,1.592864138,7,2
aeronautical,12,12,2.405777494,7,2
aeronautics,11,9,2.291834142,7,2
aeroplane,9,71,3.149166639,6,3
aeroplanes,10,9,2.291834142,7,2
aerosol,7,14,2.467925401,7,2
aerosolized,11,3,1.893894133,7,2
aerosols,8,1,1.592864138,7,2
aerospace,9,55,3.040022169,6,3
aery,4,1,1.592864138,7,2
aeschylus,9,4,1.990804146,7,2
aesir,5,2,1.768955397,7,2
aesop,5,14,2.467925401,7,2
aesthete,8,6,2.136932182,7,2
aesthetes,9,1,1.592864138,7,2
aesthetic,9,34,2.835902186,6,3
aesthetically,13,12,2.405777494,7,2
aesthetics,10,15,2.495954125,7,2
aet,3,5,2.069985393,7,2
af,2,35,2.848136643,6,3
afar,4,59,3.069985393,6,3
afb,3,2,1.768955397,7,2
afd,3,2,1.768955397,7,2
afeard,6,11,2.371015388,7,2
afeared,7,5,2.069985393,7,2
afebrile,8,4,1.990804146,7,2
afer,4,1,1.592864138,7,2
aff,3,8,2.246076652,7,2
affa,4,4,1.990804146,7,2
affability,10,4,1.990804146,7,2
affable,7,6,2.136932182,7,2
affably,7,2,1.768955397,7,2
affair,6,1502,4.468793123,5,4
affaire,7,1,1.592864138,7,2
affaires,8,3,1.893894133,7,2
affairs,7,747,4.16573574,5,4
affect,6,568,4.046946409,5,4
affectation,11,7,2.194924129,7,2
affectations,12,2,1.768955397,7,2
affected,8,345,3.830910241,5,4
affectedly,10,1,1.592864138,7,2
affecting,9,130,3.409105438,6,3
affection,9,431,3.927317889,5,4
affectionate,12,115,3.356292131,6,3
affectionately,14,31,2.79698412,6,3
affections,10,61,3.084225832,6,3
affective,9,4,1.990804146,7,2
affectless,10,1,1.592864138,7,2
affects,7,244,3.681000227,5,4
affenpinscher,13,1,1.592864138,7,2
affianced,9,3,1.893894133,7,2
affiant,7,1,1.592864138,7,2
affiche,7,1,1.592864138,7,2
afficionado,11,1,1.592864138,7,2
affidavit,9,100,3.296155516,6,3
affidavits,10,31,2.79698412,6,3
affiliate,9,15,2.495954125,7,2
affiliated,10,40,2.904617999,6,3
affiliates,10,17,2.547106647,6,3
affiliation,11,25,2.70680749,6,3
affiliations,12,14,2.467925401,7,2
affinity,8,29,2.768955397,6,3
affirm,6,17,2.547106647,6,3
affirmation,11,27,2.738992173,6,3
affirmations,12,10,2.333226827,7,2
affirmative,11,241,3.675649508,5,4
affirmatively,13,3,1.893894133,7,2
affirmed,8,7,2.194924129,7,2
affirming,9,3,1.893894133,7,2
affirms,7,2,1.768955397,7,2
affix,5,6,2.136932182,7,2
affixed,7,1,1.592864138,7,2
afflatus,8,1,1.592864138,7,2
afflict,7,4,1.990804146,7,2
afflicted,9,65,3.111378078,6,3
afflicting,10,6,2.136932182,7,2
affliction,10,60,3.077163977,6,3
afflictions,11,8,2.246076652,7,2
afflictive,10,1,1.592864138,7,2
afflicts,8,3,1.893894133,7,2
affluence,9,7,2.194924129,7,2
affluent,8,15,2.495954125,7,2
afford,6,2266,4.647285662,4,5
affordability,13,1,1.592864138,7,2
affordable,10,33,2.823313059,6,3
afforded,8,27,2.738992173,6,3
affording,9,8,2.246076652,7,2
affords,7,14,2.467925401,7,2
affright,8,2,1.768955397,7,2
affront,7,30,2.783195836,6,3
affronted,9,2,1.768955397,7,2
afghan,6,29,2.768955397,6,3
afghani,7,6,2.136932182,7,2
afghanis,8,1,1.592864138,7,2
afghanistan,11,93,3.264961996,6,3
afghans,7,10,2.333226827,7,2
aficionado,10,11,2.371015388,7,2
aficionados,11,5,2.069985393,7,2
afield,6,6,2.136932182,7,2
afikomen,8,9,2.291834142,7,2
afire,5,25,2.70680749,6,3
aflame,6,17,2.547106647,6,3
afloat,6,85,3.226332593,6,3
aflutter,8,4,1.990804146,7,2
afoot,5,52,3.016110012,6,3
afore,5,19,2.592864138,6,3
aforehand,9,1,1.592864138,7,2
aforementioned,14,24,2.689774151,6,3
aforesaid,9,4,1.990804146,7,2
aforethought,12,3,1.893894133,7,2
afoul,5,11,2.371015388,7,2
afraid,6,12631,5.393306259,4,5
afresh,6,13,2.437962178,7,2
africa,6,957,4.273199651,5,4
african,7,345,3.830910241,5,4
africans,8,54,3.032196832,6,3
afrikaans,9,3,1.893894133,7,2
afrikaner,9,2,1.768955397,7,2
afro,4,57,3.055262136,6,3
afros,5,3,1.893894133,7,2
aft,3,180,3.549512717,5,4
after,5,34812,5.833575592,3,6
afterbirth,10,5,2.069985393,7,2
afterburner,11,2,1.768955397,7,2
afterburners,12,3,1.893894133,7,2
aftercare,9,5,2.069985393,7,2
afterdeck,9,2,1.768955397,7,2
aftereffect,11,3,1.893894133,7,2
aftereffects,12,7,2.194924129,7,2
afterglow,9,16,2.522283064,6,3
afterimage,10,2,1.768955397,7,2
afterlife,9,81,3.205647995,6,3
aftermarket,11,2,1.768955397,7,2
aftermast,9,1,1.592864138,7,2
aftermath,9,53,3.024227902,6,3
aftermaths,10,1,1.592864138,7,2
afternight,10,2,1.768955397,7,2
afternoon,9,4666,4.960871943,4,5
afternoons,10,101,3.300434314,6,3
afters,6,3,1.893894133,7,2
afterschool,11,5,2.069985393,7,2
aftershave,10,55,3.040022169,6,3
aftershaves,11,1,1.592864138,7,2
aftershock,10,12,2.405777494,7,2
aftershocks,11,1,1.592864138,7,2
aftertaste,10,11,2.371015388,7,2
afterthought,12,13,2.437962178,7,2
afterthoughts,13,2,1.768955397,7,2
afterward,9,112,3.344912586,6,3
afterwards,10,714,4.146140184,5,4
afterwords,10,2,1.768955397,7,2
afterwork,9,1,1.592864138,7,2
afterworld,10,1,1.592864138,7,2
ag,2,58,3.062686154,6,3
aga,3,8,2.246076652,7,2
again,5,40428,5.898527141,3,6
against,7,10288,5.304207309,4,5
agal,4,4,1.990804146,7,2
agamemnon,9,72,3.155157002,6,3
agapanthus,10,3,1.893894133,7,2
agar,4,1,1.592864138,7,2
agarose,7,1,1.592864138,7,2
agata,5,11,2.371015388,7,2
agate,5,2,1.768955397,7,2
agates,6,1,1.592864138,7,2
agave,5,2,1.768955397,7,2
age,3,4039,4.898215507,4,5
aged,4,183,3.556651965,5,4
agee,4,19,2.592864138,6,3
ageing,6,17,2.547106647,6,3
ageism,6,12,2.405777494,7,2
ageist,6,4,1.990804146,7,2
ageless,7,15,2.495954125,7,2
agen,4,2,1.768955397,7,2
agencies,8,164,3.509318086,5,4
agency,6,991,4.288345814,5,4
agenda,6,373,3.864705744,5,4
agendas,7,21,2.634256823,6,3
agent,5,5235,5.01083378,4,5
agenting,8,1,1.592864138,7,2
agents,6,1074,4.323242606,5,4
ager,4,1,1.592864138,7,2
ageratum,8,1,1.592864138,7,2
ages,4,567,4.046182478,5,4
aggie,5,106,3.32121792,6,3
aggies,6,3,1.893894133,7,2
agglutinate,11,1,1.592864138,7,2
agglutinin,10,1,1.592864138,7,2
aggrandize,10,1,1.592864138,7,2
aggrandizement,14,1,1.592864138,7,2
aggrandizing,12,1,1.592864138,7,2
aggravate,9,37,2.871617739,6,3
aggravated,10,64,3.104747499,6,3
aggravates,10,9,2.291834142,7,2
aggravating,11,24,2.689774151,6,3
aggravation,11,59,3.069985393,6,3
aggregate,9,10,2.333226827,7,2
aggregating,11,2,1.768955397,7,2
aggregation,11,2,1.768955397,7,2
aggress,7,2,1.768955397,7,2
aggressed,9,1,1.592864138,7,2
aggresses,9,2,1.768955397,7,2
aggression,10,143,3.450196634,6,3
aggressions,11,4,1.990804146,7,2
aggressive,10,405,3.900360176,5,4
aggressively,12,35,2.848136643,6,3
aggressiveness,14,20,2.614053437,6,3
aggressor,9,29,2.768955397,6,3
aggressors,10,15,2.495954125,7,2
aggrieved,9,10,2.333226827,7,2
aggro,5,1,1.592864138,7,2
agha,4,1,1.592864138,7,2
aghast,6,7,2.194924129,7,2
agile,5,20,2.614053437,6,3
agility,7,23,2.672045384,6,3
agin,4,21,2.634256823,6,3
aging,5,131,3.412408073,6,3
agist,5,1,1.592864138,7,2
agists,6,1,1.592864138,7,2
agit,4,1,1.592864138,7,2
agitate,7,22,2.653561978,6,3
agitated,8,128,3.402423852,6,3
agitates,8,6,2.136932182,7,2
agitating,9,7,2.194924129,7,2
agitation,9,25,2.70680749,6,3
agitato,7,3,1.893894133,7,2
agitator,8,11,2.371015388,7,2
agitators,9,13,2.437962178,7,2
agitprop,8,1,1.592864138,7,2
aglet,5,1,1.592864138,7,2
aglow,5,24,2.689774151,6,3
agnate,6,5,2.069985393,7,2
agnates,7,4,1.990804146,7,2
agnosia,7,1,1.592864138,7,2
agnostic,8,19,2.592864138,6,3
ago,3,14592,5.455978725,4,5
agog,4,6,2.136932182,7,2
agonal,6,5,2.069985393,7,2
agonies,7,12,2.405777494,7,2
agonised,8,4,1.990804146,7,2
agonising,9,7,2.194924129,7,2
agonist,7,1,1.592864138,7,2
agonize,7,5,2.069985393,7,2
agonized,8,12,2.405777494,7,2
agonizing,9,36,2.860035866,6,3
agony,5,191,3.575135371,5,4
agora,5,1,1.592864138,7,2
agoraphobia,11,7,2.194924129,7,2
agoraphobiac,12,2,1.768955397,7,2
agoraphobic,11,9,2.291834142,7,2
agoraphobics,12,1,1.592864138,7,2
agoras,6,1,1.592864138,7,2
agos,4,2,1.768955397,7,2
agr,3,1,1.592864138,7,2
agrarian,8,8,2.246076652,7,2
agreat,6,1,1.592864138,7,2
agree,5,3298,4.810216458,4,5
agreeable,9,81,3.205647995,6,3
agreeably,9,3,1.893894133,7,2
agreed,6,1832,4.554996607,4,5
agreeing,8,106,3.32121792,6,3
agreement,9,892,4.242685601,5,4
agreements,10,41,2.915083433,6,3
agrees,6,219,3.634256823,5,4
agrement,8,1,1.592864138,7,2
agrestic,8,21,2.634256823,6,3
agribusiness,12,7,2.194924129,7,2
agricultural,12,48,2.982030222,6,3
agriculturalist,15,2,1.768955397,7,2
agriculture,11,56,3.047708998,6,3
agricultures,12,1,1.592864138,7,2
aground,7,25,2.70680749,6,3
agt,3,1,1.592864138,7,2
agua,4,29,2.768955397,6,3
aguacate,8,1,1.592864138,7,2
aguardiente,11,4,1.990804146,7,2
ague,4,2,1.768955397,7,2
aguinaldo,9,1,1.592864138,7,2
agura,5,2,1.768955397,7,2
agust,5,3,1.893894133,7,2
agy,3,1,1.592864138,7,2
ah,2,10535,5.314509904,4,5
aha,3,360,3.849341344,5,4
ahab,4,41,2.915083433,6,3
ahchoo,6,12,2.405777494,7,2
ahead,5,10115,5.296842963,4,5
ahem,4,391,3.885120209,5,4
ahi,3,15,2.495954125,7,2
aho,3,8,2.246076652,7,2
ahold,5,307,3.780384859,5,4
ahorse,6,1,1.592864138,7,2
ahoy,4,189,3.570587743,5,4
ahs,3,4,1.990804146,7,2
ahu,3,4,1.990804146,7,2
ai,2,194,3.581868754,5,4
aid,3,709,4.143092491,5,4
aidable,7,1,1.592864138,7,2
aide,4,103,3.308867481,6,3
aided,5,33,2.823313059,6,3
aider,5,1,1.592864138,7,2
aides,5,32,2.810348082,6,3
aiding,6,54,3.032196832,6,3
aids,4,54,3.032196832,6,3
aikido,6,4,1.990804146,7,2
ail,3,11,2.371015388,7,2
ailed,5,2,1.768955397,7,2
aileron,7,1,1.592864138,7,2
ailerons,8,4,1.990804146,7,2
ailing,6,26,2.723197906,6,3
ailment,7,26,2.723197906,6,3
ailments,8,31,2.79698412,6,3
ails,4,39,2.893894133,6,3
aim,3,758,4.172075918,5,4
aimed,5,99,3.291834142,6,3
aimer,5,3,1.893894133,7,2
aiming,6,193,3.579635872,5,4
aimless,7,14,2.467925401,7,2
aimlessly,9,21,2.634256823,6,3
aims,4,60,3.077163977,6,3
ain,3,22248,5.639144638,3,6
aint,4,13,2.437962178,7,2
ainu,4,3,1.893894133,7,2
aioli,5,1,1.592864138,7,2
air,3,7090,5.142541628,4,5
airbag,6,20,2.614053437,6,3
airbags,7,8,2.246076652,7,2
airbase,7,5,2.069985393,7,2
airboat,7,4,1.990804146,7,2
airborne,8,215,3.626287893,5,4
airbrush,8,9,2.291834142,7,2
airbrushed,10,8,2.246076652,7,2
airbrushing,11,2,1.768955397,7,2
airburst,8,2,1.768955397,7,2
aircraft,8,482,3.975781273,5,4
aircrafts,9,11,2.371015388,7,2
aircraftsman,12,1,1.592864138,7,2
aircrew,7,3,1.893894133,7,2
airdate,7,1,1.592864138,7,2
airdrome,8,2,1.768955397,7,2
airdromes,9,1,1.592864138,7,2
airdrop,7,2,1.768955397,7,2
aire,4,2,1.768955397,7,2
aired,5,45,2.954591974,6,3
airedale,8,6,2.136932182,7,2
airedales,9,1,1.592864138,7,2
airfare,7,12,2.405777494,7,2
airfares,8,2,1.768955397,7,2
airfield,8,118,3.367381104,6,3
airfields,9,7,2.194924129,7,2
airflow,7,7,2.194924129,7,2
airfoil,7,1,1.592864138,7,2
airhead,7,27,2.738992173,6,3
airheads,8,6,2.136932182,7,2
airiness,8,1,1.592864138,7,2
airing,6,32,2.810348082,6,3
airings,7,1,1.592864138,7,2
airless,7,5,2.069985393,7,2
airlift,7,14,2.467925401,7,2
airlifted,9,10,2.333226827,7,2
airlifting,10,5,2.069985393,7,2
airlifts,8,1,1.592864138,7,2
airline,7,331,3.812972226,5,4
airliner,8,29,2.768955397,6,3
airliners,9,7,2.194924129,7,2
airlines,8,191,3.575135371,5,4
airlock,7,42,2.925302598,6,3
airlocks,8,1,1.592864138,7,2
airmail,7,17,2.547106647,6,3
airman,6,30,2.783195836,6,3
airmen,6,34,2.835902186,6,3
airmobile,9,1,1.592864138,7,2
airplane,8,557,4.038468341,5,4
airplanes,9,164,3.509318086,5,4
airplay,7,11,2.371015388,7,2
airport,7,1940,4.579859678,4,5
airports,8,70,3.143092491,6,3
airs,4,39,2.893894133,6,3
airship,7,30,2.783195836,6,3
airships,8,4,1.990804146,7,2
airsick,7,16,2.522283064,6,3
airsickness,11,2,1.768955397,7,2
airspace,8,82,3.210912235,6,3
airspeed,8,24,2.689774151,6,3
airstream,9,8,2.246076652,7,2
airstrike,9,7,2.194924129,7,2
airstrikes,10,2,1.768955397,7,2
airstrip,8,57,3.055262136,6,3
airstrips,9,3,1.893894133,7,2
airtight,8,57,3.055262136,6,3
airtime,7,13,2.437962178,7,2
airwave,7,1,1.592864138,7,2
airwaves,8,27,2.738992173,6,3
airway,6,83,3.216113428,6,3
airways,7,45,2.954591974,6,3
airworthy,9,1,1.592864138,7,2
airy,4,16,2.522283064,6,3
ais,3,3,1.893894133,7,2
aisle,5,379,3.871617739,5,4
aisles,6,37,2.871617739,6,3
ait,3,4,1.990804146,7,2
aiwan,5,2,1.768955397,7,2
ajar,4,23,2.672045384,6,3
ajax,4,53,3.024227902,6,3
ajog,4,1,1.592864138,7,2
ajoint,6,3,1.893894133,7,2
ak,2,18,2.570587743,6,3
aka,3,52,3.016110012,6,3
akamatsu,8,1,1.592864138,7,2
akasa,5,1,1.592864138,7,2
akasha,6,13,2.437962178,7,2
ake,3,37,2.871617739,6,3
aked,4,1,1.592864138,7,2
akee,4,3,1.893894133,7,2
akela,5,11,2.371015388,7,2
akey,4,5,2.069985393,7,2
akimbo,6,4,1.990804146,7,2
akin,4,14,2.467925401,7,2
aking,5,2,1.768955397,7,2
akkadian,8,1,1.592864138,7,2
ako,3,1,1.592864138,7,2
akra,4,1,1.592864138,7,2
akron,5,38,2.882898749,6,3
aku,3,5,2.069985393,7,2
al,2,5306,5.01668323,4,5
ala,3,4,1.990804146,7,2
alabama,7,233,3.66105,5,4
alabaster,9,34,2.835902186,6,3
alack,5,6,2.136932182,7,2
alackaday,9,1,1.592864138,7,2
alacrity,8,5,2.069985393,7,2
aladdin,7,85,3.226332593,6,3
alai,4,2,1.768955397,7,2
alameda,7,42,2.925302598,6,3
alamo,5,73,3.161065862,6,3
alamos,6,17,2.547106647,6,3
alan,4,1676,4.516367205,4,5
alar,4,7,2.194924129,7,2
alarm,5,1522,4.474534045,5,4
alarmed,7,151,3.47367773,6,3
alarming,8,58,3.062686154,6,3
alarmingly,10,8,2.246076652,7,2
alarmist,8,17,2.547106647,6,3
alarms,6,157,3.490491229,6,3
alarum,6,3,1.893894133,7,2
alarums,7,2,1.768955397,7,2
alas,4,195,3.584090214,5,4
alaska,6,223,3.64208216,5,4
alaskan,7,25,2.70680749,6,3
alaskans,8,2,1.768955397,7,2
alaskas,7,1,1.592864138,7,2
alastor,7,5,2.069985393,7,2
alb,3,1,1.592864138,7,2
alba,4,34,2.835902186,6,3
albacore,8,8,2.246076652,7,2
alban,5,4,1.990804146,7,2
albania,7,34,2.835902186,6,3
albanian,8,50,2.999404318,6,3
albanians,9,1,1.592864138,7,2
albany,6,107,3.325257898,6,3
albatross,9,40,2.904617999,6,3
albatrosses,11,2,1.768955397,7,2
albe,4,2,1.768955397,7,2
albee,5,3,1.893894133,7,2
albeit,6,38,2.882898749,6,3
alberich,8,5,2.069985393,7,2
albert,6,949,4.269557747,5,4
alberta,7,19,2.592864138,6,3
albinism,8,2,1.768955397,7,2
albino,6,59,3.069985393,6,3
albinos,7,4,1.990804146,7,2
albion,6,1,1.592864138,7,2
album,5,522,4.010335831,5,4
albumens,8,5,2.069985393,7,2
albumin,7,4,1.990804146,7,2
albums,6,119,3.371015388,6,3
albuquerque,11,127,3.399044112,6,3
albus,5,11,2.371015388,7,2
alc,3,3,1.893894133,7,2
alcalde,7,14,2.467925401,7,2
alcazar,7,2,1.768955397,7,2
alce,4,1,1.592864138,7,2
alchemical,10,6,2.136932182,7,2
alchemically,12,1,1.592864138,7,2
alchemist,9,14,2.467925401,7,2
alchemists,10,6,2.136932182,7,2
alchemize,9,1,1.592864138,7,2
alchemy,7,11,2.371015388,7,2
alcibiades,10,4,1.990804146,7,2
alcmene,7,36,2.860035866,6,3
alcohol,7,845,4.219204505,5,4
alcoholic,9,316,3.792893404,5,4
alcoholics,10,54,3.032196832,6,3
alcoholism,10,43,2.935286819,6,3
alcove,6,24,2.689774151,6,3
alcoves,7,2,1.768955397,7,2
ald,3,12,2.405777494,7,2
aldebaran,9,3,1.893894133,7,2
aldehydes,9,1,1.592864138,7,2
alden,5,85,3.226332593,6,3
alder,5,5,2.069985393,7,2
alderman,8,41,2.915083433,6,3
aldermen,8,1,1.592864138,7,2
alders,6,3,1.893894133,7,2
aldrin,6,19,2.592864138,6,3
aldrins,7,2,1.768955397,7,2
ale,3,202,3.59933018,5,4
alec,4,219,3.634256823,5,4
alecs,5,1,1.592864138,7,2
alee,4,5,2.069985393,7,2
alef,4,2,1.768955397,7,2
alehouse,8,1,1.592864138,7,2
aleikum,7,3,1.893894133,7,2
alem,4,1,1.592864138,7,2
alembic,7,1,1.592864138,7,2
aleph,5,6,2.136932182,7,2
alert,5,1051,4.313849882,5,4
alerted,7,91,3.255621969,6,3
alerting,8,18,2.570587743,6,3
alertly,7,2,1.768955397,7,2
alertness,9,4,1.990804146,7,2
alerts,6,14,2.467925401,7,2
ales,4,5,2.069985393,7,2
aleutian,8,2,1.768955397,7,2
